id,full_text,final_sentiment
316,@Boediantar4 WHEN? when ada agenda bakar rumah Mulyono and keluarga? seperti finalis occrpskfj pokoknya wiwok de tok not onle tokde tok #IndonesiaGelap,negatif
317,@abcdekhy @yourbae ga salah sih mereka berpendapat cuma momentum dan tempatnya kurang pas apalagi sekarang lagi masif gerakan #IndonesiaGelap,netral
318,Ini lho Tuntutan Mahasiswa #IndonesiaGelap @DPR_RI @prabowo https://t.co/4p3qzRIcc9,negatif
319,@Heraloebss Giliran RUU perampasan aset pd budek katanya Prabowo disukai rakyat dan DPR 82% kalau SEHEBAT itu sahkan RUU PERAMPASAN ASET KORUPTOR. jgn hanya teriak Hidup Jokowi #AdiliJokowi itu yg benar #IndonesiaGelap kenyataan. https://t.co/ukRkmxm0fV,negatif
320,@DokterTifa Gambaran #IndonesiaGelap saat ini kalo diilustrasikan seperti ini. Sang kodok lewat manuver politik pelan tapi pasti akan memakan harimau. Sayangnya sang harimau begitu bodoh tidak menyadari 'bahaya' malah justru menyanjung sang kodok. Apakah kita akan diam? https://t.co/wq1cKocEAG,negatif
321,@C_D3pp itukan kaisar Hirohito. Lah disini kaisar hirowow lebih penting anak dikasih makanan bergizi meskipun fakta dilapangan makanannya tidak bergizi sama sekali daripada menjadikan Anak² bangsa jd pintar melalui program pendidikan Gratis!! #IndonesiaGelap,negatif
322, kami akan menjadi pengritik terdepan setelah prabowo terpilih jd presiden jika ada kebijakan yg menyimpang kata buzzer mulyono yg dulu jelek²in prabowo. sampai hari ini NDHAS-nya gak terlihat! #IndonesiaGelap,negatif
323,@RagilSemar 10 tahun terakhir sejak presidennya mulyono abu fufufafa Indonesia menuju kegelapan. Sang jenderal yg katanya lebih hebat ternyata tak jauh beda dgn mulyono abu fufufafa bahkan malah jd 'peliharaan' mulyono abu fufufafa. #IndonesiaGelap,negatif
324,wow lama ga buka x sekalinya buka rame sama #IndonesiaGelap . goodluck buat yang sedang berjuang semoga kebaikan menyertai,?
325,@kemgelapan @prabowo Pertanyaan lain. Kapan para suhu turun gunung? Siapa para suhu itu? Tiada yg tau sih wkwkwk yg jelas wiwok detok not onli tok detok. awokawok #IndonesiaGelap #IndonesiamenujuPembusukan,negatif
326,@ronaldy596 HIDUP MAHASISWA #AdiliJokowi #IndonesiaGelap,negatif
327,Sudah dibahas media tetangga sebelah #IndonesiaGelap https://t.co/DO4ES8HzDI,negatif
328,Mendingan #IndonesiaGelap diberitain sama media luar biar dunia tau kalau rezim onoh itu brengsek.,negatif
329,Wah berat bgt cobaan puasa gantiku. Ga afdol ga ngatain pemerintah yg tolol abis tsb #IndonesiaGelap #IndonesiaGelap2025,negatif
330,Perlu dicontoh untuk daerah lain bawa kotoran sapiii gaes biar ga ada mau mendekat ituu!!!! #IndonesiaGelap2025 #IndonesiaGelap,negatif
331,Fufufafa @gibran_tweet dah lah mundur aja #IndonesiaGelap @prabowo @Gerindra @luhut_binsar (Menteri segala urusan ‍️) https://t.co/sotLnSx83H,negatif
332,ikut demo ngga ya. udah mulai adu domba propaganda yang pro sebarin #IndonesiaGelap yang kontra bilang 'mahasewa' pendemo 'ditunggangi' fraksi partai tidak beradab dibayar dan sebagainya. Sehat-sehat deh buat negara ini. Panjang umur perjuangan!,negatif
333,awal kegelapan dsri 1966 s/d 2024 ..parahnya sakitnya demokrasi saat pilpres dan setelah pilpres negara jadi miskin dan Darah Rakyat ketipu manusia dalam karung bansos uang negara utk meneruskan kekuasaan tahta dan harta #IndonesiaGelap,negatif
334,Soekarno di demo mahasiswa saat masih menjabat Soeharto diminta untuk diadili oleh mahasiswa saat masih menjabat Jokowi diminta untuk diadili oleh mahasiswa ketika sufah tidak menjabat/ujung jabatan #IndonesiaGelap Indonesia makin gelap karena ulah politisi... Tak,negatif
335,beneran kejadian kan? ciri2 sebagai pemerintahan otoriter sudah bermunculan. dulu voters 02 dibilangin pada ngeyel begitu kena efisiensi kena phk UKT naik dll. langsung pada play victim. gara2 kaum 58% Indonesia jadi tambah kacau. #IndonesiaGelap #DaruratIndonesia #Danantara https://t.co/ZwQTHy8S9B,negatif
336,Ternyata dan ternyata ....ijazah palsu itupun akan terkuak juga.. #IndonesiaGelap #AdiliJokowi,negatif
337,Semua PPI di NL &amp; Vlaanderen BE bisa pake dan sebar flyer ini #Indonesiagelap https://t.co/7rFZyfqXrK,netral
338,@BosPurwa @prabowo @Kemdiktisaintek @itbofficial Bangkit Melawan Diam Ditidas.. #indonesiagelap,netral
339,Mahasiwa tidak disewa... Cuma di sawer.. Atau bahasa politiknya didanai... Oleh siapa? Ya oleh politisi yg nanti juga bakal bikin #IndonesiaGelap Masih percaya congor congor politisi? Tak,negatif
340,Hari2 belakangan sering berkaca2 liat kenyataan di real life ama di sosmed. #IndonesiaGelap,negatif
341,@Mdy_Asmara1701 mereka lebih sadar atas kebutuhan pendidikan #IndonesiaGelap,negatif
342,Gw sumbang terjemahan dalam bahasa Belanda #IndonesiaGelap https://t.co/IwDZXUM4A2 https://t.co/bqa26ezk88,netral
343,Ini aku sih setuju dana MBG sebaiknya di alihkan utk menambah dana BOS dan kesejahteraan guru non PNS #AdiliJokowi #IndonesiaGelap,negatif
344,Aku tebak deh.....entar akan minta maaf dan aman. #IndonesiaGelap #AdiliJokowi,negatif
345,Macan kalah sama kodok dimakan pula. Pantesan #IndonesiaGelap . lagian sang macan takut amat sama si kodok untuk #AdiliJokowi,negatif
346,Ada yang ngerasa #IndonesiaGelap sempat hilang 2-3 jam lalu? gak ketemu di homepage dan jumlah tagarnya turun dari sekitar 850k jadi 500k,negatif
347,@barengwarga elu gak bisa komen karena diblokir ya? wkwk memang menakjubkan demo kali ini beritanya 1-2 hari yang lalu besoknya demo. Seperti #PeringatanDarurat tapi sangat masif. Kalau terlalu lama bisa di counter pejabat parcok bajingan #IndonesiaGelap #IndonesiaGelap2025,negatif
348,Negara tidak ada harapan #IndonesiaGelap,negatif
349,Akhirnya Budaya Prancis dikit-dikit mulai diadopsi masyarakat kita gumoh banget liat berita pemerintah yang terus-terusan buat statement bodoh seolah rakyatnya emang gampang dibodoh-bodohin. #IndonesiaGelap2025 #IndonesiaGelap,negatif
350,@bemuiofficial Mahasiswa harus tetap menggunakan jaket almamater. Masyarakat yg mau gabung silakan gabung saja. Hati hati dan teruslah melawan kezhaliman penguasa. #IndonesiaGelap #neoordebaru,negatif
351,AC Milan Tersingkir dari Liga Champions Akibat Aksi Konyol Theo Hernandez yang Membuat Feyenoord Lolos ke 16 Besar https://t.co/hkNmOeVUyz #UCL #IndonesiaGelap,netral
352,@bemuiofficial Cek ya pekerja pun mendukung #IndonesiaGelap,negatif
353,Yang masih ngomong/update Indonesia Terang Benderang itu berarti ada kesalahan sama otaknya sehingga cara berpikirnya mulai meresahkan. #IndonesiaGelap masih digaungkan selama lembaga Legislatif Eksekutif dan Yudikatifnya SEKOLAM serta TIDAK MEMIHAK SELURUH RAKYAT INDONESIA,negatif
354,ternak lapar lebih gampang di atur! #IndonesiaGelap https://t.co/m3I9ZeBR8G,negatif
355,Jika kau tahan kata-katamu mulutmu tak bisa mengucapkan apa maumu. - Wiji Thukul #MacanAsia #IndonesiaEmas #AntiHoax #IndonesiaGelap,netral
356,Aku bukan artis pembuat berita tapi memang aku selalu kabar buruk buat para penguasa. - Wiji Thukul #MacanAsia #IndonesiaEmas #AntiHoax #IndonesiaGelap,negatif
357,Pemecah bagi masalah yang kita hadapi hari ini tidak bisa dilakukan pada tingkat pemikiran yang sama seperti ketika kita menciptakannya. - Albert Einstein #MacanAsia #IndonesiaEmas #AntiHoax #IndonesiaGelap,netral
358,Satu-satunya alasan untuk waktu adalah agar semuanya tidak terjadi sekaligus secara bersamaan. - Albert Einstein #MacanAsia #IndonesiaEmas #AntiHoax #IndonesiaGelap,netral
359,Kata gwe mah indonesia jg paling ga bertahan sampe 2045 klo gini trus isinya. #IndonesiaGelap,negatif
360,Kata Pemerintah Kala Mahasiswa Demo #IndonesiaGelap https://t.co/vuXUYLeOxA,netral
361,Pengunjuk rasa melempar kotoran sapi ke Gedung DPRD Jawa Tengah di Semarang pada unjuk rasa #IndonesiaGelap Selasa 18 Februari 2025. . #IndonesiaGelap https://t.co/nLPuNZr1ZA,netral
362,ayo kosongin waktu 20 Februari guys #IndonesiaGelap,netral
363,#IndonesiaGelap #KaburAjaDulu #PeringatanDarurat #IndonesiaGelap2025 Hasta9² itu Y6 trend saat ini and ya benar memang n sdh sejak dolo ya cuma hanya saja mungkin klen baru tersadar kalo w sdh lama #KaburAjaDulu ke +65,negatif
364,Biasanya titik kumpul berita warga IG ada di kumparan. Kok tumben belum ada update sama sekali? Padahal udah hari kedua. #IndonesiaGelap https://t.co/2OCyADxtxX,netral
365,ngapain aja kita hari ini (#IndonesiaGelap edition) https://t.co/o0ot7AVTxU,netral
366,@prabowo @kaesangp tolong ubah semua nya!!!! buka mata dan dengarkan masyarakat dan rakyat yang melarat akibat ulah pemerintahan bajingan seperti kalian!!! #IndonesiaGelap,negatif
367,terlalu banyak orang jahat dan tidak jujur di negara ini malah semakin membuat membenci negara ini kalian membenci kami jika kami meninggalkan negara ini! tapi sistem pemerintahan saja tidak becus!!!! #IndonesiaGelap,negatif
368,makin scroll x makin mau nangis :'( banyak sekali masyarakat yang bahkan hanya untuk menyuarakan hak nya sebagai wni di bungkam dan gak didengar @prabowo keluar dan berdiskusi dengan rakyat!!!! jangan hanya banyak narasi tapi hasil tidak ada! #IndonesiaGelap,negatif
369,guys report and block akun ini ya. narasinya melenceng #IndonesiaGelap,netral
370,Buzzer-nya Republik Konoha kalap mau nyusul trending topic #IndonesiaGelap yg udh 502rb post... Kurang 496rb-an tuh buat nyusul... Ndasmu https://t.co/1ZSdh7pkHq,negatif
371,Danantara itu investasi klau investasi ya punya jangka waktu. Kalau teriak2 pas lagi unrealized loss terus dipidana ya siapa yg berani ambil keputusan investasi. Dan kelola sebesar itu harusnya manajemen risikonya lebih ketat. Yakin sama pak Prabowo dan pak ET #IndonesiaGelap,positif
372,Makan gratis adalah gagasan Prabowo saat kampanye bukan dari rakyat. Makan gratis tidak pakai duit Prabowo tapi pakai anggaran negara (duit rakyat) puluhan triliun. Maka JANGAN ANTI KRITIK ATAU RAKYAT AKAN TERUS BERGERAK MENJATUHKAN PEMERINTAH. #IndonesiaGelap,negatif
373,#IndonesiaGelap @prabowo : Hidupi @jokowi Masyarakat: Hidup Mahasiswa.,?
374,Banyak Pengamat &amp; Politisi yg saat prabowo terpilih presiden seolah2x agak enggan mengkritik dia. Bagi saya proses keterpilihan pd PEMILU &amp; pemilihan kabinet sdh cukup bukti bhw PRABOWO TAK MAMPU apalagi #FufufafaAibNasional ! #IndonesiaGelap #AdiliJokowi #RombakKabinet,netral
375,Demo Besar'an #IndonesiaGelap Stasiun TV di block agar tidak tayang. https://t.co/dTbyZBXitR,negatif
376,@ardisatriawan Kabinet Acak'an @prabowo #IndonesiaGelap,negatif
377,@KangManto123 Copot Kapolri @ListyoSigitP dan #AdiliJokowi Mulyono @jokowi sekeluarga. #IndonesiaGelap,negatif
378,@MariaAlkaff_ semangat agent of change ! Bawalah perubahan yang lebih baik.. doa kami bersama kalian... #Mahasiswa #DemoMahasiswa #IndonesiaGelap,positif
379,@DS_yantie #IndonesiaGelap Kabinet Coba',negatif
380,DETIK-DETIK PESAWAT DELTA GAGAL LANDING HINGGA TERBALIK: Pesawat Delta Air Lines gagal mendarat di Bandara Internasional Toronto Pearson Kanada Senin 17 Februari 2025. Akibatnya pesawat tergelincir dan terbalik di landasan bersalju. #planecrash #IndonesiaGelap #KaburAjaDulu https://t.co/FNfSzEgJ29,netral
381,Pemecah gerakan kolektif masyarat ya gini. Pengen ASN buruh rakyat mahasiswa turun bareng aksi #IndonesiaGelap tapi masih pake sentimen polarisasi voters pilpres? Ya gini kalo melek politik pas pilpres! Kampungan.,negatif
382,@ARSIPAJA #IndonesiaGelap akibat ulah @jokowi dan @prabowo,negatif
383,Memang jadi pejabat sekarang tidak boleh lebih pintar dari wapres! #IndonesiaGelap #IndonesiaGelap https://t.co/trH63AJNrR,negatif
384,@faridhcrb @PakKarti Setuju Up!!! #IndonesiaGelap . Jauh meninggalkan rakyat Memilih mendukung pengkhianat bangsa,negatif
385,#IndonesiaGelap panjang umur perjuangan,positif
386,#IndonesiaGelap panjang umur perjuangan,positif
387,#IndonesiaGelap panjang umur perjuangan,positif
388,#IndonesiaGelap panjang umur perjuangan,positif
389,#IndonesiaGelap panjang umur perjuangan,positif
390,@Heraloebss Oramg ini malah diinrerview kaga ada yg nangkep? Bener2 #IndonesiaGelap,negatif
391,#IndonesiaGelap panjang umur perjuangan,positif
392,Di tengah demo mahasiswa yang bertajuk #IndonesiaGelap . Si Wowo malah ingin menggunakan hasil efisiensi APBN untuk holding investasi bodong bernama DANANTARA. dgn pengawasnya finalis OCCRP si dungu Mulyono dan ketuanya mantan terdakwa Jiwasraya . Penjelasannya dgn BHS bayi. https://t.co/dLVTp3hhSE,negatif
393,Aksi #IndonesiaGelap itu mudah dilawan tandingannya yaitu #JadilahTerang https://t.co/OMmScj1Guc,negatif
394,Tiongkok/China Total waktu yang diperlukan: Sekitar 40 tahun untuk naik dari negara miskin ke ekonomi global terbesar. Sedangkan di kita Nominasi tokoh terkorup dunia jadi pengawas Danantara? Hei pak coba berpihak dan dengarkan rakyat mu jangan bilang ndasmu #IndonesiaGelap https://t.co/XrdhQox8X1,negatif
395,#IndonesiaGelap panjang umur perjuangan,positif
396,@CNNIndonesia #Indonesiagelap adalah benar. Pejabat korupsi membuat masa depan menjadi CEMAS,negatif
397,#IndonesiaGelap panjang umur perjuangan,positif
398,@islah_bahrawi Kemungkinan terjadi lagi2 di Indo bila wowo wiwi msh 1 kamar #IndonesiaGelap #DarkIndonesia,negatif
399,Menurut sains dan analisa Bu Stella Christie gimana deh? #IndonesiaGelap,netral
400,Sangking sepinya di tv ga keliatan kaget bgt pas HP dah bener buka Twitter berita org dah mulai aksi.. ini kita beneran dibungkam bjir #IndonesiaGelap https://t.co/tRDtpU1aea,negatif
401,percaya lah gw orngnya jarang bikin story wa sebanyak ini. tpi berhubung gw lagi benci + marah ama pemerintah sendiri jadi gw ngamuk dan nyepam story tentang pemerintah bejad ini ! #IndonesiaGelap #AdiliJokowi #IndonesiaGelap2025 https://t.co/tyTLavPrAb,negatif
402,Kemarin aku sengaja berpakaian hitam-hitam untuk ikut aksi #IndonesiaGelap. Eh tiga orang yg kukenal lainnya juga ikut hitam-hitam!,?
403,#IndonesiaGelap panjang umur perjuangan,positif
404,@babufess NDER MAU @mirayclle #IndonesiaGelap,netral
405,Ada alasan mengapa Indonesia Raya umumnya hanya dinyanyikan 1 stanza. Karena pada stanza kedua ada sebaris lirik ini: Sadarlah hatinya sadarlah budinya. Untuk Indonesia Raya Too powerful. #IndonesiaGelap,netral
406,#IndonesiaGelap panjang umur perjuangan,positif
407,terbukti sampe sekarang mereka masih debat #IndonesiaGelap #DarkIndonesia,netral
408,#IndonesiaGelap panjang umur perjuangan,positif
409,Panjang umur perjuangan #IndonesiaGelap #HidupIdolYangMelawan,positif
410,#IndonesiaGelap panjang umur perjuangan,positif
411,Apa yang tidak GELAP Bung? Begitu Jurus Efisiensi engkau TERIAKAN kami semua yang bergantung hidup dari Pekerjaan (hanya gaji Pokok) TERGUNCANG. Perdagangan (lesu pembeli) TERHANTAM. #IndonesiaGelap #CahayaPertolonganAllah,negatif
412,#IndonesiaGelap panjang umur perjuangan,positif
413,Kejahatan (Penjahat) Kerah Putih. Di masa euforia Reformasi 98 white collar crime (istilah penjahat berdasi) merupakan tema yang sering diperbincangkan. Kini Kejahatan (Penjahat) Kerah Putih itu makin dipertontonkan. #IndonesiaGelap,negatif
414,#IndonesiaGelap panjang umur perjuangan,positif
415,#IndonesiaGelap panjang umur perjuangan,positif
416,mau bantu jalur artwork tipis monggo yang mau pake untuk di print or di share via sosmed #IndonesiaGelap https://t.co/V4SbCXcNBM,netral
417,@As_Ali4sghar Coba dibalik apakah pendemo melakukan seperti aparat? Ngeri.... #IndonesiaGelap,negatif
418,#IndonesiaGelap panjang umur perjuangan,positif
419,Reminder pak @prabowo saya tau anda engga tone deaf. #IndonesiaGelap Sing tuwa uga akeh lupute - Orang tua juga banyak salahnya. Itu manusiawi. https://t.co/AFSo9r8RZk,positif
420,@aewin86 Anak mu aja kuliah di LN ini bukti #IndonesiaGelap,netral
421,#IndonesiaGelap panjang umur perjuangan,positif
422,Kurang apa negara Indonesia kita tercinta SDA kita melimpah minyak batu bara emas hutan tanah subur air banyak dan sumber daya Laut SDM jangan di tanya lagi kita no 4 Dunia cuma kurang pemimpin yg jujur Hei pak @prabowo tolong lah jangan cuma omon omon. #IndonesiaGelap https://t.co/1VaxtWCgqj,negatif
423,yang masih ga ngerti liat ini! #IndonesiaGelap #IndonesiaGelap #IndonesiaGelap2025 source: WinNews https://t.co/mutK1GN1Oo,netral
424,#IndonesiaGelap panjang umur perjuangan,positif
425,#IndonesiaGelap panjang umur perjuangan,positif
426,#IndonesiaGelap panjang umur perjuangan,positif
427,#IndonesiaGelap panjang umur perjuangan,positif
428,Btw kalo mau nyebarin press release #IndonesiaGelap jangan lupa ganti region akun jadi Amerika Serikat,netral
429,#IndonesiaGelap panjang umur perjuangan,positif
430,Ahh yang Dikomentari hanya reaksi yang BERLEBIHAN. (Kaset Rusak Anggota DPR) Harusnya donk Ditanya kenapa Anak-anak Bangsa sampai TURUN KEJALAN. #IndonesiaGelap #CahayaPertolonganAllah,negatif
431,#IndonesiaGelap panjang umur perjuangan,positif
432,Pendidikan gratis dan kesehatan gratis bukan makan siang gratis #IndonesiaGelap2025 #IndonesiaGelap #tolakdanantara #AdiliJokowiHargaMati #AdiliJokowiGebukAguan #gama #pagarlaut #km50,negatif
433,@_TNIAL_ @susipudjiastuti @kkpgoid #IndonesiaGelap panjang umur perjuangan,positif
434,#IndonesiaGelap panjang umur perjuangan,positif
435,#IndonesiaGelap panjang umur perjuangan,?
436,#IndonesiaGelap panjang umur perjuangan,?
437,#IndonesiaGelap panjang umur perjuangan,?
438,#IndonesiaGelap panjang umur perjuangan,?
439,#IndonesiaGelap panjang umur perjuangan,?
440,@Anggajaya26 Belajar dari pengalaman...bahaya bila arogan sampai memakan korban jiwa.... resikonya keduabelah pihak akan jadi korban &amp; bisa situsai tambah kacau. ....Benar baiknya mahasiswa keluh kesahnya didengar &amp; dicarikan solusinya. #IndonesiaGelap,?
441,#IndonesiaGelap panjang umur perjuangan,?
442,@kumparan Adili Jokowi #IndonesiaGelap https://t.co/cptf30OLYB,negatif
443,#IndonesiaGelap panjang umur perjuangan,?
444,Kan sueeek bgt di bayar mahal Ogah mikir nyuruh nanem NEGARA GEMAH RIPAH LOH JINAWI Sekarang #IndonesiaGelap #IndonesiaGelap,negatif
445,L marapthon @yourbae Bahas politik tai pro program 02 ini bertiga #IndonesiaGelap https://t.co/tpOeXicXWM,negatif
446,Stay safe buat yang Jumat nanti turun ke jalan. Perlawanan keknya akan panjang dan lama Hidup Mahasiswa Hidup Rakyat #IndonesiaGelap,?
447,kaya najis gitu ya sama pemerintah indonesia #IndonesiaGelap,negatif
448,Sudah menyebar #IndonesiaGelap @Adiprayitno_20 @Anak__Ogi @Dennysiregar7 @JhonSitorus_18 @PaltiWest2024 https://t.co/q2zYiOySq5,netral
449,Gelap... gelap terasa dunia ini #IndonesiaGelap https://t.co/hBXAHZOLoH,negatif
450,#IndonesiaGelap Danantara / Dan antara/ Dana ntar a. Wes wes ,?
451,dan yap prediksi gua bener belom jalan 100 hari pemerintahan udah ada demo udah ada keputusan ga waras. dan yap kita tunggu gebrakan apa lagi yang bakal dibuat sama pemerintah sambil #kaburajadulu men. #IndonesiaGelap,negatif
452,@BosPurwa @prabowo @Kemdiktisaintek @itbofficial apa boleh bilang sirahmu? ukt itb loh belum univ negeri lainnya. #IndonesiaGelap #KaburAjaDulu,negatif
453,TOLAK DANANTARA kebutuhan dasar dulu baru investasi. Pendidikan gratis kesehatan gratis dan pekerjaan layak dulu baru investasi #IndonesiaGelap2025 #IndonesiaGelap #AdiliJokowiHargaMati #AdiliJokowiGebukAguan #tolakdanantara #km50 #pagarlaut #gama,negatif
454,GUYSSSS BUZZER WOWO UDAH PADA BRIEFING DI TIKTOK MEREKA PADA NGUMPUL DI VIDEO DEMO MAHASISWA #IndonesiaGelap pokoknya kalo liat comment yg isinya mahasewa uu perampasan aset atau comment yg merasa ga di wakili oleh mahasiswa itu tamplate mereka! WE HAVE TO MOVE LIKE BUZZER,negatif
455,#IndonesiaGelap #IndonesiaGelap2025 #indonesiagelapgulita ... Ayo nyalakan lilin-lilin semangat dan keyakinan kebenaran pasti mencari jalannya untuk menang... #Allahtidaktidur https://t.co/6zr3szeS45,?
456,Pemerintah bajingan!!! Jangan beraninya menindas anak kecil! Justru adek2 papua ini pintar dan mereka kritis soal carut marut indonesia! #IndonesiaGelap,negatif
457,sangat di sayangkan gw ga bisa ikut padahal pengen banget ikut. Apapun yg terjadi semoga hal-hal baik menyertai bagi siapapun yg ingin menggulingkan rezim #IndonesiaGelap,?
458,gv dzolim disegala aspek kehidupan #IndonesiaGelap #IndonesiaGelap2025,negatif
459,Indonesia sudah tidak seperti bendera merah putih sakit kebijakan dan rindu keadilan #IndonesiaGelap,negatif
460,@Lukesakari Mari kita bantu #IndonesiaGelap #daruratindonesia #PeringatanDarurat #DaruratPendidikan #ArtistBersuara,?
461,@thafism__ REZIM BANGSAT emang! #IndonesiaGelap #IndonesiaGelap https://t.co/fXxv8wBtN5,negatif
462,Siaran tv lucu banget ngeributin #KaburAjaDulu while tagar #IndonesiaGelap lg urgent. Mana bego banget statement menterinya. Zeromedia training for real.,negatif
463,Makin hari makin gelap.. pasti semua merasakan......klau gk coba tanya orang tua kalian gelap gk? #IndonesiaGelap,negatif
464,Siapapun yang tidak pernah melakukan kesalahan tidak pernah mencoba sesuatu yang baru. - Albert Einstein #MacanAsia #IndonesiaEmas #AntiHoax #IndonesiaGelap,netral
465,@watchdoc_ID Nanti aku tonton min. #Indonesiagelap,netral
466,VIRAL 10 MENIT EKSLUSIF BILAWW!!!!! https://t.co/cSUBSO8GXt #IndonesiaGelap #Mahasiswa #asupanviral #viralvideo https://t.co/xaZ8q2VREg,netral
467,Efisiensi untuk Realokasi. #IndonesiaGelap #Ndasmu #NdasmuEtik,?
468,@Gus_Arifin @kemendagri @ditjenhorti Banyak menterinya hanya bisa mbedhil baik lewat kasus abal2x pun mbedhil beneran ! #IndonesiaGelap #RombakKabinet #AdiliJokowi #FufufafaAibNasional,negatif
469,@ike_hw71 @Gerindra Maksudnya ??? Sdh jinak NDASMU‼️ #IndonesiaGelap #KaburAjaDulu https://t.co/Wx9VRRZHcS,negatif
470,@Gerindra Bukanya transportasi publik bakal disubsidi kalau bisa gratis.dia bilang gitu waktu kampanye. Grtais ndasmu #IndonesiaGelap bersama dia,negatif
471,@pakmul63 Sama #IndonesiaGelap #IndonesiaGelap,netral
472,Tertangkap kamera Cristiano Ronaldo tiba diam2 di bandara Kupang sore tadi #CristianoRonaldo #ronaldo #timnas #IndonesiaGelap #kaburajadulu https://t.co/FHwJb5nqmH,netral
473,@DrEvaChaniago Baik terimakasih. Panjang umur perjuangan! #IndonesiaGelap,?
474,Adik mahasiswa sudah pasrah malah di tampol pula. #HidupMahasiswa #HidupRakyatIndonesia #IndonesiaGelap,negatif
475,Warning untuk orang tua!! Ajarin anak² kalian dari kecil bahasa Negara lain misal dari basicnya bahasa Inggris nanti bisa ke bahasa Jepang atau Mandarin (ini bisa les) hal ini sangat penting mengingat negara ini tidak bisa di harapkan untuk masa depan anak² kita #IndonesiaGelap,negatif
476,@Jumianto_RK Kalau BEM mau bikin kebijakan pro rakyat mungkin bisa minta data dari PublicAI! Siapa tahu bisa jadi solusi yang lebih cerdas! #IndonesiaGelap https://t.co/zyPtfasPZK,?
477,Ogah dijadikan TUMBAL! Perampok tambang negara yang dihukum banding 20 tahun akhirnya nekat melawan. Kabarnya pengakuan si perampok tsb bikin gempar se-konoha raya Sisi Lain #IndonesiaGelap https://t.co/uK4D8wC48p,?
478,@JhonSitorus_18 Hanya tinggal tunggu waktu utk ada berita Kami jg manusia bisa salah &amp; gagal... #IndonesiaGelap,?
479,LIATTT KOMENN TIKTOK EMOSII SENDIRIII SHIBALLLL #IndonesiaGelap,negatif
480,@SAIBdelvi Mei 98 belio lengser dgn berbagai macam tuduhan yg diarahkan kpd belio yg menggantikan sekaliber BJ. HABIBIE. Nah kalo skrg misalkan sampai chaos si GENDUT NDASMU ETIK lengser yg menggantikan adalah.... si Bocil Beler sakaw. #IndonesiaGelap Gulita! https://t.co/U4NrhwZxG6,negatif
481,sehat sehat mahasiswaa stay safee #IndonesiaGelap,?
482,Aparat dan preman dipelihara negara. Rakyatnya? Ya sekedar angka aja. #IndonesiaGelap,negatif
483,@rickysmate KEREN BANGET MASHAALLAH SEHAT SEHAT SEMUANYA!!! #IndonesiaGelap,positif
484,VIRAL 9 MENIT EKSLUSIF VERLLYALING!!!!! https://t.co/3R5scXFVzG #IndonesiaGelap #Mahasiswa #asupanviral #viralvideo https://t.co/BLYYzvQP0T,?
485,@BBCIndonesia #IndonesiaGelap gulita. Presiden Omon Omon,negatif
486,VIRAL 7 MENIT EKSLUSIF TERBARU TOKYO!!!! https://t.co/0XcfaUZhTL #IndonesiaGelap #Danantara #asupanviral #viralvideo https://t.co/Dyh5khmewd,?
487,Yak teman-teman. Buzzer pemerintah mulai bergerak. #IndonesiaGelap #daruratindonesia #DarkIndonesia,negatif
488,@kqanzakii Ak mau ikut #IndonesiaGelap #daruratindonesia #PeringatanDarurat,?
489,@bachrum_achmadi Aku menunggumu tersungkur jenderal #AdiliJokowi #IndonesiaGelap #rakyatmelawan,negatif
490,@nyeblakskuyy Tetap Semangat Kakak Kakak di Malang.. Panjang Umur Perjuangan #IndonesiaGelap,?
491,@blackshark7890 #IndonesiaGelap beneran juga ya,?
492,@Yurissa_Samosir @Gerindra @choymarkochoy @ay_prakasa2225 @JamalBoegis @msaid_didu @AmaluddinSSili1 @nomerorae @Boediantar4 @yaniarsim @Panitia68285950 @PutriKayan16645 #IndonesiaGelap . Rakyatnya dimaki maki Ndasmu. https://t.co/s0Cwk01wCL,negatif
493,Masih tidak percaya? coba saja diteruskan. #IndonesiaGelap #KaburAjaDulu,?
494,Hanya ada satu kata; LAWAN !!!#PeringatanDarurat #IndonesiaGelap https://t.co/NcCqiNHMj7,?
495,#IndonesiaGelap Jika aspirasi diabaikan bisa memicu ketidakpercayaan yang lebih besar.,negatif
496, Kata Adalah Senjata Gitu kata Commandante Marcos #IndonesiaGelap,?
497,@msaid_didu #AdiliJokowi #IndonesiaGelap #rakyatmelawan Bantu angkat tagnya,negatif
498,@barengwarga Lanjut... Sampai menang #IndonesiaGelap,?
499,bw ak pergi dr sini #IndonesiaGelap #HidupMahasiswa #tolakdanantara #savekipkuliah #ayowarasjanganbodoh https://t.co/OeLu6P7bu8,?
500,Tapi semua sudah terjadi. Semoga efisiensi anggaran yang mengatasnamakan rakyat dapat dikelola dengan baik bukan dengan uji-coba kebijakan yang membuat rakyat marah. #daruratindonesia #IndonesiaGelap,positif
501,UMY Menolak Diam! Seruan konsolidasi untuk seluruh elemen mahasiswa UMY dalam rangka #IndonesiaGelap https://t.co/PrRzLgmfvc https://t.co/3MHR8TLWof,negatif
502,Woii ada maling teriak maling! #IndonesiaGelap #KaburAjaDulu,negatif
503,Enak kali ya jadi warga ngara korsel atau thailand aja capek banget di konoha liat berita yang ngusahin rakyat mulu kerjaannya duhhhh #IndonesiaGelap,negatif
